follower,following
179549579,11348282
15519544,15165493
45516390,20517668
17567533,216483749
42871498,25103967
33884545,71294756
31779156,34421926
45516390,15169635
19739069,4620451
41602160,428333
28823239,131615009
17941825,43166813
180200031,7429892
127569781,37104266
20927666,16724361
34350419,30043495
20927666,78231411
17291529,18170896
34350419,9411482
37710752,19725644
216483749,38828294
15684633,19767193
9411482,20927666
180200031,179644633
11348282,183672041
15473958,46319532
142320786,239660783
15165493,43166813
15013234,11180212
127569781,4620451
7429892,52758395
19802879,86336234
55006025,21581503
14647570,14135468
17567533,19767193
15987295,16110819
9411482,31779156
37104266,22418925
37104266,108617810
84109418,15987295
9145492,37104266
40054423,15165493
19084034,29932841
29558838,16669075
69818419,428333
86336234,11348282
142320786,7093352
188046098,15987295
31779156,759251
15102849,7429892
16135783,759251
41602160,37104266
40054423,14909968
22418925,15165493
21218554,19767193
23503181,86336234
16434221,15519544
131615009,274151347
759251,22418925
177310174,14789155
180200031,104989762
16135783,47694175
19658826,16434221
14467104,19767193
14467104,14315063
16261552,428333
85891683,207878118
21897370,24919888
6519522,15169635
78231411,86902774
9145492,28123862
62740714,20060293
7429892,19802879
14467104,15912113
16143986,16135783
25565646,19802879
9630082,759251
14315063,16110819
16724361,23506864
15460048,11348282
15169635,19084034
65707359,28123862
103022243,44935627
16871528,9829852
80044759,428333
6519522,29558838
108811740,67059584
18985501,45516390
26518938,4620451
23503181,85891683
9411482,26213879
113430220,14909968
136733323,80044759
7718082,14848513
119897041,19802879
15684633,45516390
9411482,78231411
18170896,16669075
16261552,18097821
9479492,672483
52758395,127958577
21581503,85891683
47694175,30043495
22626365,108617810
15684633,21218554
7429892,428333
89617904,15013234
40054423,55472407
9829852,11348282
19084034,17567533
759251,34421926
15519544,16619832
89617904,207878118
67059584,16245822
17979038,89617904
71928368,22626365
21581503,17567533
42871498,14848513
18170896,6519522
9145492,257126470
196223678,38205414
17567533,55006025
86336234,85891683
14135468,11348282
15461733,43166813
7093352,23503181
9145492,19725644
23503181,14848513
23503181,14505838
19725644,119897041
71928368,50374439
15461733,19725644
98412100,15165493
9145492,16871528
179549579,19725644
20060293,85891683
21581503,1769191
50277194,18899176
16261552,25589776
15519544,19802879
12415722,16245822
17941825,20060293
216483749,15684633
71928368,127958577
31779156,11180212
16245822,15102849
89617904,17979038
14051047,38205414
23503181,119897041
14467104,4620451
16261552,26213879
119897041,19725644
86597957,180419242
16261552,31779156
52758395,89617904
16135783,71294756
15169635,21408610
188046098,65707359
14605192,108617810
6519522,119897041
16871528,42871498
125477492,40054423
672483,19725644
17291529,65707359
9829852,52758395
103022243,19419870
127569781,9630082
168537920,14848513
11348282,20060293
216483749,14085070
108811740,85891683
17291529,16143986
18930170,14315063
7429892,34743251
45516390,19658826
180200031,14199378
69818419,11348282
180200031,53175445
19658826,207878118
14848513,19802879
86597957,34743251
15987295,28123862
34484725,21611239
9479492,9145492
113430220,33884545
25136067,16245822
9411482,65535634
14789155,28123862
14207863,20060293
428333,47694175
16143986,17291529
70694567,20060293
21581503,19802879
22626365,22685200
15102849,98412100
26213879,11348282
283368301,86336234
17941825,16245822
21897370,759251
14848513,15473958
29932841,17417177
14605192,78231411
18224170,1769191
131615009,16871528
28823239,168537920
20060293,18736652
19767193,21218554
14789155,16619832
23506864,17291529
71294756,78231411
18899176,15727406
16871528,225411266
14605192,37397428
9479492,9630082
131615009,14848513
15684633,7093352
21218554,18985501
22418925,34743251
11348282,15473958
17941825,14647570
71928368,14848513
9145492,16135783
89617904,108811740
40054423,428333
16434221,17567533
18930170,4620451
7429892,183672041
20517668,16110819
38828294,75887588
15099133,52758395
26518938,759251
16619832,12415722
40054423,34743251
6519522,14605192
16434221,45516390
21897370,4620451
207878118,82453323
17567533,19658826
20517668,21408610
15684633,18985501
188046098,284616690
127569781,20927666
34421926,759251
40054423,19767193
34140316,16669075
71928368,119897041
16669075,6519522
136733323,11348282
16469647,16245822
108617810,47694175
16143986,23506864
428333,16724361
7718082,180419242
179644633,127958577
179549579,26213879
188046098,207878118
11180212,28123862
18985501,40054423
19084034,16245822
14647570,11348282
14315063,38205414
14789155,23503181
33884545,86902774
82453323,207878118
89617904,19725644
7429892,177310174
34421926,30043495
216483749,38205414
31779156,50374439
19658826,45516390
225411266,65707359
15473958,14848513
127569781,23506864
16871528,82453323
9145492,19802879
283368301,274151347
26213879,15461733
9829852,52948662
9411482,6519522
104989762,207878118
17941825,16619832
14135468,28123862
21581503,225411266
428333,71294756
16469647,52758395
26518938,14505838
20517668,14647570
40054423,55006025
108811740,19658826
131615009,43166813
14135468,20060293
6519522,18170896
17941825,15013234
11348282,207878118
19658826,85891683
179549579,23506864
16110819,21897370
125477492,14647570
177310174,225411266
108811740,277020058
119897041,183672041
6519522,15473958
40054423,41602160
52758395,9145492
14315063,18985501
125477492,21218554
86336234,91409081
31779156,19419870
19658826,18930170
127569781,26213879
14315063,19767193
11180212,179644633
21581503,21408610
21897370,14199378
188046098,26518938
50277194,14085070
14789155,82453323
16245822,15519544
22685200,18170896
82453323,91409081
7093352,119897041
38828294,19767193
27262152,17417177
89617904,9829852
15727406,15684633
16871528,19802879
50277194,19802879
82453323,34743251
284616690,11348282
11180212,15102849
67059584,25565646
15102849,24919888
127569781,50374439
179549579,9411482
52948662,11348282
18930170,21581503
20060293,15165493
4620451,15820660
23503181,28123862
11180212,17291529
34421926,9411482
108617810,71294756
21218554,15519544
34421926,26213879
14135468,127958577
19767193,18224170
26213879,18170896
86597957,20060293
9411482,19419870
28123862,43166813
38828294,34484725
18930170,1046661
15461733,20060293
28823239,177310174
25136067,21581503
45516390,19767193
55006025,19725644
6519522,16143986
26518938,15519544
75887588,11348282
113430220,30043495
17291529,43166813
71294756,26213879
33884545,34350419
23503181,19658826
