follower,following
214328887,34428380
17116707,28465635
380580781,18996905
221036078,153460275
107830991,17868918
151338729,222261763
19705747,34428380
222261763,88323281
19933035,149538028
158419434,17434613
149538028,153226312
364971269,153226312
100581193,279787626
113058991,69592091
151338729,187773078
406628822,262802533
460282402,88323281
280935165,437804658
222261763,27633075
285312927,151338729
279787626,131613362
158419434,17675120
394263193,100581193
254839786,88323281
204317520,21548772
67864340,172883064
270449528,297801196
153226312,187773078
67864340,8088112
153226312,17116707
394263193,14925700
124528830,307458983
204317520,160237722
220368467,54228724
206923844,103598216
153226312,380580781
207594668,21146135
451250774,314316607
6581292,314316607
34428380,31331740
196327549,225444667
274153775,35415466
222261763,31331740
279787626,72818790
6581292,151338729
324201646,40981798
153226312,430268163
88097807,153226312
276308596,69592091
100581193,358775055
151338729,15023872
16870853,70492333
100581193,280935165
151338729,107830991
279787626,206923844
314316607,430313102
299715516,35359596
314316607,6581292
276577539,248883350
151338729,67864340
158419434,157829215
107511013,22462180
258140947,200559228
258140947,19493072
123371682,394263193
461410856,31414569
67864340,37699718
67864340,124528830
117901353,117674417
17116707,231238695
56860418,204317520
43003845,314316607
413275344,259842341
358775055,400689940
307458983,274153775
222261763,307458983
69592091,26929220
35148062,43003845
43003845,103598216
299715516,166214735
57490887,40981798
37699718,200559228
148519842,15150609
461410856,17759158
225444667,83943787
283306479,125120339
220068522,35148062
153226312,21548772
155661154,113058991
400689940,17868918
151338729,83943787
72818790,31331740
88097807,248883350
279787626,200559228
276308596,225444667
195475105,380580781
157829215,100581193
134940306,160237722
221036078,22462180
31414569,17434613
134940306,26929220
131613362,276577539
115221382,117674417
195475105,280935165
200559228,368018677
276577539,437804658
439788025,259842341
262340283,116498875
257236842,134940306
220068522,128721580
314316607,131613362
461410856,31331740
463952369,17759158
196327549,8088112
254610699,247741328
226629405,394263193
307458983,364971269
529007327,94621855
70492333,83417972
67864340,380580781
100581193,187773078
166214735,15150609
117901353,116498875
236184723,21548772
31414569,187773078
204317520,197504076
134940306,83943787
86221475,117674417
226629405,166214735
196327549,206923844
6581292,40981798
283306479,31331740
116498875,22462180
56860418,158419434
153226312,280935165
358775055,117674417
274153775,72818790
206923844,31331740
222411742,31331740
17675120,155661154
279787626,155661154
204317520,157829215
31414569,413275344
250178329,103598216
358775055,307458983
285312927,69592091
103598216,270449528
72818790,123371682
172883064,236184723
292598082,22462180
214328887,56860418
113058991,70492333
145845459,67864340
153226312,29911100
145845459,153226312
294752666,27077521
163238842,43003845
529007327,257236842
463952369,259842341
29911100,19493072
16870853,18996905
358775055,133055665
37699718,69592091
279787626,222411742
226629405,238201669
197504076,133055665
72818790,17116707
439788025,134940306
200559228,116498875
248883350,231238695
260769396,22462180
451250774,157829215
225444667,8088112
314316607,187773078
158419434,94621855
288485704,17759158
229425177,17868918
279787626,276308596
100581193,297801196
195475105,292598082
280935165,307458983
196327549,17116707
107830991,40981798
252770012,437804658
26929220,27633075
259842341,149538028
158419434,121533789
236184723,17116707
204317520,203338499
259842341,252770012
262802533,117674417
274153775,151338729
197504076,151338729
213777144,22462180
46209291,46831674
314316607,121533789
226629405,18951737
239144776,22462180
220068522,133055665
134940306,103598216
43003845,222261763
172883064,151338729
280935165,220368467
280935165,133055665
8163442,28019653
254839786,447688115
226629405,40981798
88097807,70492333
307458983,86221475
463952369,214328887
16503181,40981798
406628822,43003845
109740608,116036694
222261763,29911100
179138862,27633075
236184723,28465635
274153775,56860418
276706356,46209291
100581193,248883350
100581193,151338729
134940306,279787626
236143101,394263193
214328887,157829215
220068522,121533789
17116707,121533789
314316607,439788025
124528830,100581193
100581193,19493072
220368467,31331740
124528830,69592091
463952369,172883064
221036078,196327549
40981798,280935165
463952369,8088112
394263193,333161611
204317520,17759158
279787626,254839786
26929220,307458983
100581193,236184723
166214735,276706356
262340283,22462180
19358562,463952369
226165839,33612973
37270037,133055665
49104918,35359596
437804658,31331740
358775055,220368467
31414569,226629405
83032174,55033682
170460311,133055665
461410856,19493072
124528830,274153775
88097807,152388029
125120339,83943787
204317520,239144776
26929220,133055665
125120339,112939321
265077741,83943787
276308596,26929220
259842341,261447035
439788025,117674417
204317520,276308596
461410856,206923844
222261763,34428380
200559228,117674417
463952369,206923844
258140947,203338499
258140947,254839786
461410856,103598216
276308596,107830991
107511013,196327549
463952369,358775055
258140947,83417972
259842341,19493072
270449528,254839786
236184723,274153775
125120339,19493072
254839786,31331740
463952369,231238695
299715516,120599128
8163442,226629405
19358562,274153775
69592091,123371682
172883064,463952369
100581193,113058991
134940306,19358562
148519842,195475105
67864340,107830991
186212304,57828817
451250774,250340951
250178329,153460275
49104918,461410856
406628822,225444667
196327549,15023872
380580781,400689940
172883064,103598216
29911100,276308596
406628822,133055665
59588845,88323281
153226312,37699718
203338499,2367911
74107696,116036694
463952369,69592091
221036078,117674417
6581292,133055665
238201669,364971269
100581193,17868918
259842341,430313102
279787626,27077521
203338499,187773078
19358562,103598216
151338729,100581193
477094958,247741328
172883064,28465635
247741328,158419434
203338499,116498875
83417972,34428380
314316607,461410856
163238842,116498875
233248636,28465635
294752666,307458983
86799233,19705747
158419434,56860418
265077741,221036078
100581193,88323281
35359596,2367911
56860418,28465635
214328887,158419434
131613362,133055665
172883064,100581193
17627996,14925700
451250774,107830991
30971165,35148062
157829215,26929220
109740608,6581292
46209291,133055665
257236842,19493072
148519842,86799233
463952369,195475105
57490887,236184723
413275344,195475105
204317520,34428380
477094958,271602109
200559228,294752666
81446304,18996905
124528830,282206645
258140947,333161611
236184723,280935165
529007327,238201669
257236842,37699718
186212304,31317273
74107696,206923844
187773078,314316607
451250774,40981798
265077741,22462180
113058991,134940306
149538028,447688115
214328887,14925700
276308596,31331740
270449528,172883064
364971269,314316607
406628822,56860418
88097807,206923844
2367911,314316607
447688115,451250774
113058991,30971165
274153775,157829215
72818790,69592091
283306479,314316607
280935165,204140367
262802533,254839786
29911100,34428380
69592091,204140367
270449528,17868918
74107696,358775055
155661154,55033682
152388029,276706356
447688115,153226312
195475105,27633075
15150609,14925700
113058991,31331740
258140947,151338729
46209291,189875309
83943787,19493072
134940306,17759158
116036694,88323281
358775055,276577539
33612973,21146135
30971165,8088112
26929220,437804658
86221475,270449528
221036078,29911100
31414569,37270037
254610699,170167167
314316607,149538028
200559228,155661154
163238842,125120339
152388029,158419434
40981798,31331740
236143101,460282402
280935165,22462180
72818790,358775055
74107696,160237722
285312927,107830991
279787626,117901353
282206645,236184723
56860418,21548772
46209291,69592091
45333725,34428380
380580781,31331740
265077741,204317520
252770012,236184723
57490887,124528830
17116707,86221475
314316607,43003845
149538028,69592091
2367911,33612973
430268163,46209291
221036078,222411742
153226312,229425177
288485704,8163442
307458983,18996905
37699718,461410856
204317520,461410856
204140367,259842341
222411742,221036078
27633075,69592091
15150609,222090651
333161611,26929220
19493072,222261763
88323281,239144776
35359596,46831674
270449528,8088112
74107696,157829215
17116707,8088112
252770012,254839786
31414569,34428380
116036694,406628822
49104918,93224416
72818790,172883064
88097807,163238842
406628822,447688115
358775055,222411742
40981798,18951737
107830991,100581193
153226312,152388029
94621855,355823615
200559228,153226312
437804658,451250774
274153775,254839786
158419434,17868918
394263193,74107696
280935165,254839786
107830991,461410856
265077741,40981798
195475105,43003845
123371682,31331740
116498875,26929220
276308596,430313102
29911100,279787626
463952369,258140947
27633075,8088112
314316607,307458983
94621855,27633075
46209291,203338499
222261763,40981798
231238695,72818790
236184723,204317520
83417972,40981798
157829215,18951737
206923844,261447035
116036694,67864340
6581292,43003845
231238695,86221475
124528830,107830991
430313102,17868918
250340951,259842341
248883350,112939321
309782398,40981798
254839786,116036694
220068522,460282402
103598216,451250774
236143101,189875309
19493072,115221382
93224416,253091523
149538028,72818790
380580781,19358562
160237722,430268163
220068522,26929220
46209291,170460311
204317520,8088112
187773078,133055665
19933035,121533789
349413327,22462180
19933035,117674417
307458983,222261763
113058991,8088112
430313102,31331740
69592091,195475105
107830991,274153775
88097807,172883064
88323281,333161611
375317198,43003845
124528830,187773078
158419434,460282402
358775055,214328887
153226312,197504076
107511013,151338729
451250774,274153775
225444667,27633075
17116707,358775055
172883064,54228724
260769396,34428380
57490887,22462180
2367911,69592091
279787626,43003845
6581292,170460311
463952369,400689940
220368467,83943787
279787626,248883350
196327549,259842341
236143101,116498875
31246395,88323281
19933035,270449528
406628822,222261763
72818790,107830991
134940306,270449528
380580781,204317520
258140947,14925700
400689940,204317520
270449528,195475105
200884513,294752666
283306479,17868918
153226312,34428380
274153775,172883064
276577539,56860418
117901353,17868918
312284236,40981798
166214735,28465635
451250774,22462180
451250774,292598082
279787626,307458983
