follower,following
20870216,382966947
254060365,32290972
22331721,108928516
190229298,270426671
323544349,284422688
59228196,35311775
216589761,110117428
41436687,339155639
14666401,234984656
502252982,104066691
51899148,100649666
131601987,16955141
147973743,50853348
94918917,131601987
35311775,264343382
137066337,207423144
259176717,14666401
19401487,259176717
336223722,161452925
151397321,284422688
94918917,72379836
362267407,151739682
183236796,124443269
49489028,108928516
20870216,138737040
57934858,263576813
131601987,41436687
33010427,284422688
207423144,135235026
100649666,104066691
90779436,158116443
147973743,264343382
259230656,362267407
300765165,336223722
167150593,56929889
266063941,147973743
100649666,266135518
270426671,135235026
177678652,204089551
252301829,204089551
167150593,22784458
90779436,284422688
35311775,487612004
61832156,131601987
59228196,104155395
51899148,270426671
128989152,163272113
20050658,56109989
266063941,161452925
285055693,135235026
236919977,131601987
21624907,100649666
147973743,72379836
104066691,214211185
206672396,167150593
382966947,259176717
263576813,134517120
183236796,35311775
111164068,312247361
258140881,204089551
35311775,20870216
333014897,502252982
35311775,110117428
160959034,51899148
20870216,111164068
134517120,20870216
131601987,104155395
57934858,160959034
61786547,160926944
216589761,368794023
204089551,207423144
368794023,336223722
270426671,56929889
90779436,21624907
259378270,176611682
487612004,207423144
160959034,90779436
95980722,18963070
206672396,95980722
35311775,94918917
108621190,16955141
104066691,160793458
108928516,105643923
160959034,357420383
35311775,239019284
258140881,51899148
196953836,18825961
259176717,300765165
19401487,90779436
176611682,239019284
285055693,61786547
108928516,204089551
150018526,14722311
134517120,270426671
196953836,336223722
131601987,93885127
487612004,264343382
266063941,196953836
196953836,94918917
236919977,254060365
59228196,100649666
22784458,177678652
254060365,328249744
42980449,137066337
160793458,151739682
61832156,254060365
183236796,284422688
259378270,18952429
316674215,90779436
108928516,94918917
196953836,72379836
196953836,20015311
333014897,90779436
20870216,167150593
104066691,111164068
50853348,95980722
90779436,111164068
167150593,263576813
56929889,18952429
21869924,18952429
135235026,138737040
103087666,204089551
266135518,160959034
111164068,51899148
134517120,104155395
183236796,258140881
21624907,14666401
135235026,264343382
108928516,22784458
111164068,14666401
190229298,110117428
160959034,190229298
163272113,336223722
206672396,22784458
204089551,389237385
104155395,111164068
27437523,20870216
266135518,95980722
95980722,239019284
104155395,218611103
522853167,259378270
264343382,100649666
