follower,following
366689013,29145184
67520030,46289326
15680204,14672552
283389405,287564504
91905327,91731354
96848570,16475194
28146305,18753000
18753000,28960709
20291791,8312422
29145184,176507184
15092621,20536157
112632227,20291791
65537597,18963070
381386049,251090784
287564504,367944032
19040580,16234759
284996272,367944032
17346342,280686960
110830315,91905327
113763153,16602180
283389405,67223791
65537597,14654965
175855283,29304278
18963070,16535953
15518450,20291791
208645319,67751089
29145184,367944032
41183891,117394273
18753000,20488611
50499213,15774118
95164862,432279860
117394273,96848570
113763153,17915692
67223791,278777228
246893190,111246248
114083175,251090784
96848570,8312422
147646942,20488611
14672552,20291791
11106152,171792810
46289326,208645319
193998015,43626328
62483650,309366491
309366491,17915692
19040580,37103386
63207451,14139971
16602180,14654965
381386049,16336650
65981257,31572616
280686960,20291791
65537597,19040580
18753000,73019162
16589495,10228272
15680204,246893190
208645319,14353392
19040580,14139971
15518450,205796659
95164862,14654965
11980942,15774118
43626328,8312422
15936421,15518450
95164862,312417114
354004333,309366491
278777228,200882826
27961547,43024351
17346342,11106152
367944032,16895140
15936421,262077808
11106152,14672552
19458216,251090784
41183891,43626328
67223791,16234759
113763153,91905327
309366491,262077808
22699508,39829513
15518450,246893190
43403778,43024351
16336650,8312422
15680204,205796659
15518450,96848570
15692925,17346342
16535953,16445093
15936421,20240002
14654965,248726194
333142068,16445093
16501385,15680204
67751089,28146305
19040580,354004333
14106344,29145184
22011204,20291791
58065700,106246985
19676802,21648994
358710356,283762107
14672552,11980942
61730210,283762107
280686960,46289326
20291791,257145854
36999171,275003449
432279860,29145184
275790517,11106152
19458216,25473689
137610870,22796083
276612916,28146305
19040580,95164862
15293534,16589495
366689013,16475194
15936421,175855283
283762107,20291791
17915692,41183891
309366491,280686960
283762107,61040299
58065700,43024351
175855283,36999171
278777228,49644939
246893190,65537597
205796659,16475194
246893190,205796659
95164862,2425151
65508777,117394273
280686960,15661871
19040580,29304278
8312422,20240002
36999171,28146305
61040833,171792810
43024351,2425151
21648994,20447194
241211254,20291791
241211254,17346342
409383740,50499213
108489590,112873986
19040580,50499213
17346342,50499213
67520030,29304278
107845146,110830315
43318595,28960709
15692925,147646942
288118470,283389405
175855283,275003449
19040580,257145854
15518450,67751089
18309277,16626951
65537597,8312422
381386049,43230677
284996272,20240002
19676802,16602180
251090784,95164862
28960709,91905327
20291791,50206183
14106344,56919633
95164862,366689013
248726194,17346342
15680204,16602180
96848570,309366491
29145184,20240002
20488611,63207451
16475194,28146305
28521141,52146755
283389405,67199581
62483650,20315513
14773982,14353392
134208594,29304278
50499213,144723989
280686960,248726194
15680204,309366491
31377059,283762107
257145854,31572616
175855283,14672552
309366491,73019162
283762107,65981257
61730210,275003449
16501385,31377059
29304278,19040580
20976154,16602180
65508777,111246248
92940708,31572616
333142068,275790517
91905327,20488611
28960709,19458216
144723989,61382814
15692925,16234759
28960709,111246248
19040580,49644939
275790517,17915692
67520030,18553965
205796659,95164862
14654965,366689013
43230677,111246248
17346342,15692925
61040299,63207451
65981257,31377059
63207451,405142873
43318595,354004333
39829513,22699508
15936421,95164862
20447194,20976154
175855283,25473689
283762107,46289326
22011204,248726194
29145184,112873986
22157613,180463340
15936421,283762107
280686960,96848570
275003449,257145854
193998015,14654965
61040299,16475194
73019162,14654965
65981257,278777228
312417114,208645319
43626328,48630156
205796659,29145184
