follower,following
297358566,249950079
554402185,497334912
46948334,299105597
354607164,294290268
395472453,367946968
286481552,357984457
46948334,243298366
411000199,290176149
300933249,292030309
343051634,354607164
388622544,300648022
307121607,388622544
360094552,355743081
497334912,300007014
292030309,290176149
403996946,467753757
351641666,349932090
291245327,292915903
554402185,357740963
302374422,290929161
321096972,180463340
275268943,320140485
354607164,354139446
397633666,321096972
388622544,466121896
512620911,321405950
273452154,360094552
397464131,325954622
523832656,397322647
357740963,287906361
399651919,360268721
290929161,320995385
399527237,292915903
506982155,320140485
300465643,275268943
434460832,314912550
320167393,300385517
297358566,295355360
319625617,297358566
320995385,341698468
379644023,357740963
299243917,46948334
288404606,455060666
311704980,301721565
397464131,360094552
354105472,298376225
292915903,300021044
395029889,292608038
292915903,300012435
403996946,294854135
325954622,301726492
273022647,290176149
292030309,291245327
466121896,286481552
357984457,367310802
357227113,392468646
351641666,311840368
298376225,301721565
349932090,286481552
506982155,270231980
399527237,349741737
397633666,367946968
295062437,20728561
442334304,269930499
269930499,387695947
523832656,297291313
512620911,294361452
300465643,396944066
357227113,286481552
533836053,458845777
394508134,392468646
312217057,374833275
464435768,395873820
292915903,304411861
367310802,307721313
269930499,506982155
297229855,293802222
275268943,295355360
271658840,145910123
397322647,397464131
272177272,270673659
319625617,249950079
301529877,275268943
512896378,300385517
523832656,302374422
298376225,299105597
464435768,363013461
399527237,301869137
294290268,354139446
302374422,301282103
290176149,290929161
301529877,341698468
367310802,311840368
357984457,392468646
270673659,311840368
294361452,273069036
397067160,395873820
294361452,296171243
300007014,325954622
304411861,304538673
292608038,378428747
384347036,303643912
296171243,349883172
368829926,303643912
435923452,301529877
458845777,399493455
309012614,301282103
554003471,357984457
464435768,301726492
397322647,368829926
349872060,297291313
372499406,50570449
294290268,294212020
506982155,296171243
463999696,478817325
394239302,378428747
351641666,300007014
464435768,186353014
360094552,294290268
523832656,321405950
368829926,519281688
321096972,292030309
463999696,270673659
399651919,186353014
297291313,291245327
360268721,349741737
271658840,343051634
374833275,397464131
145910123,288404606
464435768,524620711
307721313,288404606
273452154,180463340
304411861,271658840
464435768,349872060
399644859,349872060
395472453,373206070
392468646,360094552
356003327,294361452
349741737,314912550
297042642,299105597
284681556,299105597
367310802,373206070
478817325,300461530
300933249,271658840
291245327,388622544
312217057,294854135
466121896,446783544
512896378,455060666
478817325,446783544
395873820,311840368
50570449,249950079
357227113,394239302
271658840,46948334
370352650,18848018
395873820,349872060
387695947,321096972
295062437,284681556
497334912,284745621
403996946,435923452
294290268,292608038
374833275,349872060
554402185,555800132
523832656,354105472
307121607,325116715
284745621,311840368
540748208,344427455
290929161,466311355
349872060,299105597
363013461,180463340
294361452,506982155
384347036,249950079
524620711,302374422
273022647,249950079
291245327,309012614
291245327,357984457
394239302,290929161
46948334,271658840
321096972,288404606
18848018,309012614
301726492,357227113
540748208,284681556
287906361,299243917
302374422,294290268
412443067,180463340
367310802,357984457
309012614,292915903
411786274,300021044
18848018,249950079
533836053,360268721
512638904,532562821
284681556,304411861
395472453,300012435
351641666,301721565
180463340,300012435
397633666,271658840
321405950,292915903
284681556,311704980
301282103,321096972
309012614,50042330
384969872,296171243
299105597,294212020
298357905,271515500
379644023,249950079
540748208,290176149
297042642,300461530
320167393,296171243
299105597,307721313
395873820,284745621
466121896,407030795
370352650,395472453
301726492,344427455
300012435,297042642
312217057,411000199
320167393,354607164
286481552,384969872
301721565,287906361
388622544,186353014
298357905,286481552
292915903,270231980
311840368,271658840
297229855,298376225
510896241,299105597
286481552,308038887
