follower,following
43936901,2992751
95728838,41042660
98032178,37781811
128358431,51256216
77063446,78450167
88066441,37143791
36124348,366636865
43936901,15853821
24189083,43936901
37781811,16551172
39803481,82182598
14047098,14185814
191892581,18228178
21979738,92695367
18228178,21512383
69427169,191892581
128358431,61356546
16551172,21512383
54368387,18642669
115528349,15744371
101019485,88066441
31547129,37781811
396137874,37781811
102429604,69427169
15853821,19688275
41042660,22075819
2992751,239580307
24827451,18228178
19424182,109641671
41042660,26771192
14185814,37781811
15134240,43909630
166638776,77063446
24178302,23999515
18228178,18020652
24827451,14838508
167857719,69427169
21512383,69427169
32840323,15587500
305691428,19799261
15564045,22325824
25226477,59545968
31547129,54368387
24827451,55473790
366636865,55473790
66354293,15587500
23899556,15564045
14838508,31547129
79071656,38500132
14313449,15921060
2992751,305068212
18818789,55473790
16034002,14838508
55473790,67451138
17994536,15744371
54368387,15564045
15921060,16798764
104888477,88066441
77063446,15744371
127609430,39803481
366636865,24178302
72894918,54368387
81449064,18945939
128358431,109615563
81449064,15744371
55473790,13797612
102429604,54368387
15587500,16616061
78653568,59545968
89776062,18907438
115528349,21512383
42300096,23919582
232960163,102429604
88066441,77063446
51256216,77126235
81449064,72894918
51256216,26771192
18642669,23919582
43909630,23999515
81449064,41042660
2992751,17994536
15921060,16551172
51256216,15921060
135309374,21512383
19424182,24845521
305068212,14185814
16551172,84358319
16034002,77126235
18642669,61356546
14838508,15921060
191892581,89776062
59267093,69427169
305068212,23999515
15564045,61356546
19799261,23919582
19688275,19658936
29491855,19424182
78653568,27922157
127609430,77126235
37781811,109641671
28878624,23899556
43936901,15744371
232960163,19658936
2992751,24845521
366636865,28878624
69427169,67451138
127609430,57125626
23999515,15587500
66354293,19658936
16798764,89776062
22075819,27922157
22325824,29491855
14313449,260974901
19688275,19424182
15564045,18020652
88066441,30259934
39803481,69427169
51256216,10722252
366636865,23899556
6794502,38500132
21512383,55473790
66354293,6794502
305068212,43909630
49992096,151508346
40333354,24728058
36180193,146569971
305068212,55473790
14838508,92695367
43909630,19658936
21979738,41042660
19424182,69427169
6794502,118910562
18907438,13797612
69427169,19688275
14047098,37781811
15744371,16551172
50898430,19688275
21979738,41691265
102429604,2992751
366636865,104538722
77063446,15921060
17994536,18907438
15853821,18945939
188888535,22325824
55473790,18818789
22325824,21512383
128358431,138216079
78450167,16616061
69427169,16551172
36180193,77063446
24827451,39803481
81449064,41691265
305691428,47665691
14047098,19424182
15134240,15587500
260974901,18818789
29491855,15564045
28183225,18020652
47665691,15564045
41042660,98032178
18020652,128358431
23964682,23999515
128358431,19799261
115528349,27922157
102429604,19688275
18020652,39803481
40333354,109641671
77063446,19863164
305691428,28878624
22325824,21979738
57125626,72894918
51256216,128302099
128358431,146569971
82182598,18842256
36498374,69427169
23899556,18020652
14185814,15587500
81449064,127609430
23899556,14047098
69427169,245420850
46461196,15853821
69427169,16798764
23919582,40333354
51256216,15564045
14047098,128358431
77063446,18020652
21979738,102429604
15744371,41691265
178606013,21979738
128358431,54368387
19688275,109641671
42300096,77063446
36498374,109641671
366636865,169666905
22325824,37781811
191892581,84614572
40333354,84358319
16551172,51256216
49992096,29522683
39803481,18642669
24827451,18642669
102429604,27922157
19688275,61356546
6794502,27922157
24845521,15853821
19688275,14838508
41585752,16616061
29522683,41042660
15853821,24845521
128358431,24827451
305068212,32062804
22075819,18642669
128358431,23999515
366636865,81449064
14838508,18907438
128358431,10722252
21979738,43909630
14607517,24189083
135309374,18228178
51073322,18983600
81449064,22842589
10722252,14185814
89776062,81449064
19688275,6794502
86697288,146569971
18228178,24827451
72894918,21512383
41042660,16616061
245420850,102429604
127609430,36180193
16034002,77063446
85390858,43909630
22075819,18020652
47665691,16551172
167857719,15134240
98032178,41042660
49992096,19688275
47665691,19799261
22325824,40333354
19688275,20728526
96463898,27922157
51256216,115528349
102429604,6794502
32062804,36180193
128358431,29491855
16551172,109615563
124023644,128358431
25226477,16616061
109615563,305068212
18642669,13797612
47665691,21512383
16551172,18228178
305068212,245420850
396137874,69427169
32062804,127609430
96463898,16616061
82182598,14607517
77063446,24827451
29338157,22075819
81449064,128302099
42300096,128358431
15744371,55473790
21979738,18228178
51256216,22325824
51256216,54368387
14838508,19799261
36862218,128358431
15564045,16034002
43936901,32062804
166638776,128358431
18020652,14185814
14185814,16034002
26771192,15564045
59267093,22925926
37143791,47665691
29522683,191892581
81449064,51256216
23999515,207251153
24827451,29491855
59267093,61356546
128358431,325190769
18818789,21512383
39803481,81449064
127609430,24845521
36558873,15587500
